texto,reduzido,ordinal,hebraico,quadrado_reduzido,quadrado_ordinal,trigonal,criacao,quantidade_letras,
Resolucão,37,109,649,207,1755,932,990,9,
Respeitar Meu Destino Individual,143,341,2159,921,5277,2809,9918,29,
Respeitar O Meu Destino Individual,149,356,2219,957,5502,2929,10710,30,
Respeito,44,107,539,302,1697,902,864,8,
Resplandeçam,48,111,399,258,1527,819,1344,12,
Responder Pelo Crime,102,210,786,670,3010,1610,3798,18,
Responder Pelos Nossos Atos,103,337,1570,601,5479,2908,8112,24,
Respondeu,45,117,684,267,1869,993,1062,9,
Respondeu Jesus E Disse Lhes Ainda Que Eu Testifico De Mim Mesmo O Meu Testemunho É Verdadeiro,351,909,5301,2031,13875,7392,70980,78,
Respondi,46,100,388,314,1484,792,808,8,
Resposta,32,113,626,198,1953,1033,912,8,
Resposta Certa,52,160,925,318,2712,1436,2093,13,
Ressuscitou Dos Mortos,82,307,1981,484,5335,2821,6160,20,
Restituirá O Dobro,83,209,1280,577,3457,1833,3360,16,
Resultado,34,115,790,182,1937,1026,1044,9,
Reta Concentração,66,156,822,372,2370,1263,2512,16,
Retaatenção,40,103,616,212,1607,855,1144,11,
Retenha As Minhas Palavras O Teu Coração,137,362,2144,821,5726,3044,12342,34,
Retenha As Minhas Palavras Teu Coração,131,347,2084,785,5501,2924,11484,33,
Retenha O Teu Coração As Minhas Palavras,137,362,2144,821,5726,3044,12342,34,
Retidão,36,72,369,244,1072,572,511,7,
Retirou Depressa Do Meio Da Perversidade,178,385,2095,1160,5885,3135,13510,35,
Retornar A Origem,87,177,798,623,2693,1435,2670,15,
Retribuir,57,120,795,447,2004,1062,1089,9,
Retrocederão Cheios De Vergonha Aqueles Que Se Fiam Nos Idolos,259,583,2968,1607,8645,4614,30952,53,
Retrocederão Cheios De Vergonha Aqueles Que Se Fiam Nos Idolos E Que Dizem As Estatuas Fundidas Sois O Nosso Deus,416,1100,6806,2470,17356,9228,103494,94,
Réu De Juizo,53,134,1583,347,2354,1244,1350,10,
Reunidos Pelo Amor,83,200,974,527,3038,1619,3216,16,
Reunidos Pelo Amor Verdadeiro,139,301,1642,905,4559,2430,7852,26,
Revela O Profundo,79,187,1231,481,2947,1567,2820,15,
Revelacao,37,82,595,203,1238,660,747,9,
Revelação De Jesus,57,165,1119,281,2567,1366,2656,16,
Revelação Divina,69,141,1068,423,2097,1119,2130,15,
Revelação Do Profundo,93,210,1299,543,3198,1704,4009,19,
Revelação Recebida Por Celso Goldfarb,153,297,1332,923,4091,2194,9834,33,
Revelar,36,81,621,238,1327,704,574,7,
Revelar O Profundo,88,205,1321,562,3271,1738,3296,16,
Revelar O Seu Filho Em Mim,109,244,1333,689,3542,1893,5145,21,
Revelar Seu Filho Em Mim,103,229,1273,653,3317,1773,4600,20,
Rever,32,68,590,228,1182,625,345,5,
Reverencia,55,100,658,369,1494,797,1010,10,
Revolta,30,93,786,172,1603,848,658,7,
Rico,27,45,162,207,639,342,184,4,
Rigorosa Disciplina,99,198,702,719,2816,1507,3582,18,
Riqueza,43,97,1285,325,1837,967,686,7,
Roma,20,47,191,134,719,383,192,4,
Romanos,32,95,401,196,1501,798,672,7,
Roubar,30,75,543,212,1319,697,456,6,
Roubei,34,70,466,236,1100,585,426,6,
Roubo,26,71,512,166,1219,645,360,5,
Roubo Seguido De Morte,96,231,1401,586,3601,1916,4408,19,
Sábado,15,42,168,59,608,325,258,6,
Sabedoria,38,74,272,246,1038,556,675,9,
Sabedoria + Palavra,64,145,865,404,2249,1197,2482,17,
Sabedoria Da Escritura,85,193,1075,555,3021,1607,3880,20,
Sabedoria De Salomão,69,159,573,387,2205,1182,2880,18,
Sabedoria Divina,70,133,745,466,1897,1015,2010,15,
Sabedoria Do Coração,77,149,554,471,2073,1111,2700,18,
Sabedoria Espiritual,87,204,1086,587,3152,1678,3895,19,
Sabedoria Misteriosa,85,202,886,573,3066,1634,3857,19,
Sabedoria Para Conceber,94,175,652,592,2437,1306,3696,21,
Sabedoria Universal,78,195,1257,494,3095,1645,3528,18,
"Sabeis Que Quando Ereis Pagãos, Vos Deixais Levar Conforme As Vossas Tendencias Aos Idolos Mudos",337,949,5890,1967,15179,8064,77900,82,
Sabemos Que É Homem De Verdade,109,244,1369,585,3510,1877,6125,25,
Sabemos Que Todos Temos Ciencia,108,306,1602,588,4710,2508,8289,27,
Sabendo,24,60,222,108,828,444,427,7,
Sabendo Jesus Que Era Chegada A Sua Hora De Passar Deste Mundo Para O Pai,234,594,3249,1356,9168,4881,35105,59,
Sabendo Pois,47,119,461,275,1751,935,1320,11,
Sabendo Pois Todas,61,178,826,333,2754,1466,2864,16,
Sabendo Primeiramente Isto,116,269,1205,740,3971,2120,6480,24,
Sabendo Que A Prova De Vossa Fé Produz A Paciencia,182,434,3386,1084,7006,3720,17835,41,
Sabendo Que O Homem Não É Justificado Pelas Obras Da Lei,193,463,2146,1101,6627,3545,21344,46,
Sabendo Que O Que Resssucitou,105,330,2319,597,5592,2961,8275,25,
Saber,18,45,198,112,715,380,230,5,
Saber Deus,31,94,607,163,1558,826,855,9,
Saber Diabo,40,76,274,250,1042,559,770,10,
Sabio,19,46,172,123,672,359,235,5,
Sabio + Misericórdia,88,169,592,632,2369,1269,3060,18,
Sábio É Aquele Que É Fiel,93,192,1038,555,2688,1440,3860,20,
Sabio E Virtuoso,64,190,1396,412,3238,1714,2674,14,
Sabios,20,65,272,124,1033,549,396,6,
Sabor Da Vida,42,96,672,254,1514,805,1067,11,
Sacerdote,36,90,468,198,1386,738,819,9,
Sacerdote  Espirito Da Paz,105,249,1887,687,4089,2169,5500,22,
Sacerdote Do Altissimo,82,226,1081,480,3450,1838,4540,20,
Sacrificar,51,87,312,381,1227,657,880,10,
Sacrificaras Como Oferta De Pascoa,129,282,1182,801,4122,2202,8490,30,
Sacrificaras Como Oferta De Pascoa Ao Senhor Teu Deus,193,472,2470,1159,7252,3862,21285,45,
Sacrificio Por Pecado,104,185,653,718,2545,1365,3534,19,
Sacrificio Vivo,79,160,1159,565,2482,1321,2254,14,
Sacrificio Vivo Santo E Agradável A Deus,148,355,2524,908,5579,2967,12104,34,
Sacrificios Pacificos Prov 7:14,128,263,1271,902,3917,2090,7392,28,
Sacrificios Pacificos Tenho Comigo Hoje Paguei Os Meus Votos,254,596,3053,1622,8840,4718,31044,52,
Sagrado,29,65,263,185,977,521,462,7,
Sagrado Coração,58,121,481,358,1771,946,1708,14,
Sagrado Testamento,62,197,1124,326,3179,1688,3366,17,
Sai Dela,24,51,150,134,629,340,364,7,
Sai Dela Povo Meu,59,158,1085,321,2454,1306,2226,14,
Sair,20,47,200,164,767,407,192,4,
Sair Dos Sepulcros,69,213,1122,437,3515,1864,3424,16,
Sairão Para A Ressureição Da Vida,121,274,1606,815,4352,2313,7700,28,
Sala Dos Passos Perdidos,79,250,1069,459,3978,2114,5271,21,
Salário,30,75,291,210,1137,606,532,7,
Salomão Sentou No Trono De Davi,110,326,2000,598,5188,2757,8502,26,
Salto,13,67,391,51,1131,599,340,5,
Salva O Fraco Da Espada Da Língua,98,233,1340,528,3417,1825,6318,27,
Salvacao,20,74,596,74,1226,650,600,8,
Salva-Me Com Tua Mão Direita,88,241,1600,486,3753,1997,5808,24,
Salvar,19,73,622,109,1315,694,444,6,
Salvará O Seu Povo,58,202,1678,318,3558,1880,3045,15,
Salve Rei Dos Judeus,65,209,1523,353,3431,1820,3570,17,
Salvo,15,69,591,63,1215,642,350,5,
Samuel,17,71,476,61,1141,606,432,6,
Sangue,22,67,463,110,1073,570,408,6,
Sangue Humano,49,139,922,261,2169,1154,1680,12,
Sangue Impuro,60,159,1032,382,2569,1364,1920,12,
Santa Doutrina,49,157,1066,285,2643,1400,2054,13,
Santa Maria Mãe De Deus,66,174,957,346,2614,1394,3325,19,
Santidade,32,77,374,170,1097,587,702,9,
Santifica Me,46,100,424,280,1360,730,1111,11,
Santifica Os Pela Tua Verdade A Tua Palavra É A Verdade,169,430,3265,933,6882,3656,19395,45,
Santificação,47,101,443,285,1401,751,1224,12,
Santificação + Jesus,58,175,958,322,2689,1432,3168,18,
Santificada Pelo Espirito Santo,126,315,1503,800,4769,2542,8848,28,
Santificado Seja O Teu Nome,91,244,1279,495,3600,1922,5635,23,
Santificado Seja O Vosso Nome,99,288,1494,547,4390,2339,7225,25,
Santifico Me Por Eles Para Que Eles Também Sejam Santificados Pela Verdade,261,639,3132,1497,9345,4992,40320,63,
Santissima Trindade,73,199,973,461,3071,1635,3600,18,
Santíssimo,39,138,669,247,2236,1187,1390,10,
Santo,15,69,411,67,1183,626,350,5,
Santo Sacerdote,51,159,879,265,2569,1364,2240,14,
Santos E Profetas,58,193,1048,326,3197,1695,2910,15,
São Deuses Com Corpo Fisico,105,267,1248,631,4051,2159,6164,23,
São Francisco De Assis,73,199,802,443,3035,1617,3800,19,
São Gulosos,35,143,818,179,2393,1268,1440,10,
São Insensatos Por Natureza Todos Os Que Desconheceram A Deus,215,638,4256,1227,10524,5581,33228,52,
São Miguel Arcanjo,65,164,767,381,2352,1258,2640,16,
São Os Que Trocaram A Orientação Pelo Extravio,177,465,3201,1101,7635,4050,18174,39,
Sara,12,39,192,84,687,363,160,4,
Sara Tua Mulher Que Te Dará Luz A Um Filho,142,394,3436,862,6640,3517,13035,33,
Satanas,12,75,453,34,1321,698,532,7,
Satanas Apareceu Tambem No Meio Deles,117,315,1584,595,4663,2489,10112,32,
Satanas Que Me Serve De Escandalo,99,288,1746,485,4508,2398,8092,28,
Satori,28,82,460,204,1392,737,498,6,
Saturno,27,108,801,157,1948,1028,763,7,
"Se Abrirão Os Vossos Olhos, E Sereis Como Deus",160,475,2482,972,7641,4058,18088,38,
Se Alguém Ensina Alguma Outra Doutrina,134,377,2447,762,5955,3166,12474,33,
Se Alguém Guardar A Minha Palavra,117,270,1683,719,4094,2182,7588,28,
Se Alguém Não Tropeça Em Palavra,109,280,1666,601,4282,2281,7587,27,
Se Alguem Quiser Ser O Primeiro Seja O Derradeiro De Todos,246,561,2667,1630,8497,4529,26976,48,
Se Alguem Tem Ouvidos Para Ouvir,122,347,2687,730,5779,3063,9396,27,
Se Apressam Para A Renegação Da Fé,112,238,913,664,3400,1819,6692,28,
Se As Primicias,60,141,537,428,2111,1126,1846,13,
Se As Primicias São Santas,79,250,1150,499,4018,2134,5522,22,
Se Assim É A Condição Do Homem Relativamente A Mulher,190,451,2278,1092,6483,3467,19888,44,
Se Assim É A Condição Do Homem Relativamente A Mulher Não Convem Casar,244,595,3142,1374,8709,4652,34568,58,
Se Como Homem Combati Em Efeso Contra As Bestas,151,412,1870,789,6090,3251,16107,39,
Se Cre Para Justiça,61,169,988,379,2719,1444,2720,16,
Se Cumprisse,48,147,822,298,2413,1280,1628,11,
Se Diligentemente Obedecerdes A Meus Mandamentos,177,429,2004,917,6029,3229,18490,43,
Se Eles Cressem E Fossem Piedosos,115,331,1312,629,4967,2649,9296,28,
Se Entrega A Cobiça,65,128,542,377,1736,932,2064,16,
Se Entregaram A Corrupção,102,237,1272,646,3715,1976,5236,22,
Se Esconderam Da Presença De Deus Genesis 3:8,145,343,1486,793,4933,2638,13072,38,
Se Eu Entre Eles Nao Tivesse Feito Tais Obras,153,441,2673,887,7061,3751,16354,37,
"Se Eu Não Te Lavar, Não Tens Parte Comigo.",135,369,2259,763,5821,3095,12580,34,
Se Eu Testifico De Mim Mesmo,103,265,1345,585,3879,2072,6118,23,
Se Fiam Nos Idolos,67,175,634,401,2507,1341,2640,15,
Se Guardares Os Mandamentos Permaneceis No Meu Amor,188,494,2438,1076,7520,4007,21780,44,
Se Há Um Corpo Animal Também Há Um Espiritual,159,411,2319,957,6249,3330,15244,37,
Se Iludido Pelos Magos,85,220,994,497,3206,1713,4199,19,
Se Inclina Para A Morte,86,194,815,552,2820,1507,3705,19,
Se Inflamou A Ira Do Senhor,107,242,1079,687,3522,1882,5346,22,
Se Inflamou A Ira Do Senhor E Feriu O Povo,173,389,2144,1117,5869,3129,12870,33,
Se Lembrou Deus Para Lhe Dar O Cálice Do Vinho Da Indignação Da Sua Ira,255,534,2748,1561,7600,4067,30495,57,
Se Não Obedecerdes Os Mandamentos Do Senhor,156,390,1587,838,5644,3017,14467,37,
Se Nos Examinassemos A Nós Mesmos,101,362,1982,511,5812,3087,10164,28,
Se Nós Vos Semeamos As Coisas Espirituais,135,450,2493,807,7386,3918,15785,35,
Se O Ocultou Debaixo Da Língua,104,275,2201,564,4353,2314,6900,25,
Se O Pé Disser Porque Não Sou Mão Também Não Sou Corpo,195,546,2967,1151,8720,4633,23521,43,
Se O Rei Julgar Os Pobres Com Eqüidade ,148,346,1705,930,5178,2762,10757,31,
Se O Sacerdote Ungido Pecar Para Escandalo Do Povo,187,439,2302,1085,6611,3525,18480,42,
Se O Senhor Criar Alguma Coisa Nova,132,321,1734,838,4933,2627,9338,29,
Se O Senhor Dos Exercitos Não Nos Deixasse Descendencia,209,524,3098,1213,8044,4284,24675,47,
Se Para Resgatar Sua Vida Lhe For Imposto Uma Quitação,195,519,3309,1231,8431,4475,23400,45,
Se Perdoardes Aos Homens As Suas Ofensas,127,397,1882,701,6317,3357,13532,34,
Se Porem Os Teus Olhos Forem Maus,118,370,2035,676,5968,3169,10017,27,
Se Porem Os Teus Olhos Forem Maus O Teu Corpo Será Tenebroso,222,654,3651,1306,10594,5624,32095,49,
Se Prostituiram Com Ela,90,252,1413,566,4022,2137,5060,20,
Se Regozija Com A Injustiça Mas Se Regozija Com A Verdade,204,492,3714,1262,7634,4063,23171,47,
Se Sofrermos Também Com Ele Reinaremos Se Os Negarmos Também Ele Nos Negará,273,696,2847,1563,10194,5445,43911,63,
Se Tem Corrompido,80,188,836,512,2834,1511,2835,15,
Se Tornou Morada De Demonios,111,282,1398,645,4272,2277,6792,24,
Se Tu Conhecera O Dom De Deus,98,242,1412,510,3624,1933,5589,23,
Se Um Homem Faz Alguma Coisa Boa Que A Repita Indefinidamente Que Encontre Alegria Em Sua Obra,354,795,4818,2134,11791,6293,62088,78,
Se Um Homem Furtar,70,196,1285,420,3174,1685,2955,15,
Se Um Homem Furtar Um Boi Ou Carneiro,150,375,2364,950,5945,3160,11280,30,
Se Um Homem Seduzir Uma Virgem Que Não É A Sua Noiva,189,504,4221,1135,8308,4406,20705,41,
Se Um Homem Seduzir Uma Virgem Que Naõ É A Sua Noiva Pagará O Seu Dote A E A Desposará,289,757,5563,1707,12255,6506,50786,67,
Se Um Homem Tiver Vendido Sua Filha Para Ser Escrava,195,483,3246,1205,7631,4057,20812,43,
Se Um Membro Padece Todos Os Membros Padecem Com Ele,180,450,1962,924,6432,3441,19393,43,
Se Um Membro Sofre Todos Os Membros Padecem Com Ele,182,479,2135,978,7071,3775,20160,42,
Se Ves Um Ladrão Te Ajuntas A Ele,82,289,2044,368,4697,2493,7540,26,
Se Vingar Dos Seus Adversarios,112,328,2191,708,5514,2921,8554,26,
Se Vires Extraviado O Boi Ou A Ovelha De Teu Irmão,189,468,3789,1175,7646,4057,18760,40,
Se Vires O Jumento Ou O Boi De Teu Irmão Caidos No Caminho,217,541,3097,1315,8209,4375,24932,46,
Se Vires O Jumento Ou O Boi De Teu Irmão Caidos No Caminho Naõ Voltaras Os Olhos Para O Lado,325,865,4825,1939,13369,7117,63218,73,
Se Vivemos Em Espirito Andemos Também Em Espirito,197,512,2843,1201,7870,4191,21546,42,
Se Viverdes Segundo A Carne Morrereis,159,375,2283,1017,5913,3144,12032,32,
Se Você Não Acredita Que Eu Sou,104,284,2147,570,4656,2470,7125,25,
Se Você Não Acredita Que Eu Sou Você Deve Morrer Em Seus Pecados ,228,597,4197,1272,9615,5106,31694,53,
Se Vós Me Conhecêsseis A Mim,96,258,1248,536,3812,2035,5957,23,
Seco,15,42,168,71,620,331,172,4,
Secreto,31,85,463,181,1369,727,602,7,
Secreto Conselho,68,176,779,386,2618,1397,2655,15,
Seculo ,21,75,498,89,1205,640,456,6,
Seculo 75,21,75,498,89,1205,640,608,8,
Sede Mestres Devotos,70,232,1483,354,3828,2030,4194,18,
Sede Mestres Devotos Por Haverdes Ensinado E O Haverdes Estudado,239,635,3947,1357,10069,5352,34980,55,
Sede Santo,30,102,525,134,1610,856,927,9,
Sede Santos,31,121,625,135,1971,1046,1220,10,
Sede Santos Porque Eu O Senhor,117,333,1908,701,5417,2875,8350,25,
Sede Vos Pois Perfeitos Como É Perfeito Vosso Pai Que Estas No Céus,256,706,4180,1540,11332,6019,38885,55,
Sedutor,30,102,759,172,1792,947,721,7,
Seduzir Pelo Sexo,78,213,2238,494,3761,1987,3210,15,
Seduzir Uma Virgem,85,211,2200,571,3667,1939,3392,16,
Seduziu O Com A Multidão De Suas Palavras,127,406,3529,687,6924,3665,13838,34,
Seduziu O Com A Multidão De Suas Palavras Com As Lisonjas Dos Seus Labios O Persuadiu,260,845,5903,1434,13935,7390,59220,70,
Segredo,37,73,271,233,1025,549,518,7,
Segredos,38,92,371,234,1386,739,744,8,
Seguem A Lei Do Senhor,87,195,879,525,2757,1476,3528,18,
Segui O Amor E Procurai Com Zelo Os Dons Espirituais Mas Principalmente O De Profetizar,374,896,5738,2464,14164,7530,65481,73,
Seguir Os Mandamentos,79,232,1222,449,3626,1929,4427,19,
Seguiu Jesus,39,156,1236,211,2686,1421,1727,11,
Segunda A Eleição,59,122,581,313,1600,861,1845,15,
Segundo A Eleição,64,136,640,348,1824,980,2055,15,
Segundo A Eleição Da Graça,90,171,747,506,2225,1198,3784,22,
Segundo A Fé Dos Eleitos De Deus,107,278,1529,549,4122,2200,7254,26,
Segundo A Graça De Deus Que Me Foi Dada,131,275,1562,721,3907,2091,8556,31,
Segundo A Graça De Deus Que Me Foi Dada Pus Eu Como Sábio Arquiteto O Fundamento,280,703,4393,1568,10847,5775,45760,65,
Segundo A Graça De Deus Que Me Foi Me Dada,140,293,1607,762,4101,2197,9702,33,
Segundo A Medida Da Fé,75,138,606,395,1700,919,2502,18,
Segundo A Sua Especie,72,189,1125,388,2899,1544,3420,18,
Segundo A Sua Vontade,64,208,1648,296,3464,1836,3762,18,
Segundo As Escrituras,76,238,1525,456,4002,2120,4541,19,
Segundo O Eterno Propósito Que Fez Em Cristo Jesus Nosso Senhor,260,737,4616,1610,12023,6380,39114,53,
Segundo O Mandado De Deus,84,210,1164,400,3046,1628,4431,21,
Segundo O Mandado De Deus Do Ceu ,105,258,1536,495,3762,2010,6734,26,
Segundo O Mandado De Deus Nosso Salvador,132,384,2220,660,5970,3177,13090,34,
Seja Dada Ocultamente,57,174,1020,225,2556,1365,3325,19,
Seja Feita Segundo A Tua Vontade,96,285,2085,474,4533,2409,7722,27,
Seja O Que For Que Eu Vos Haja Concedido De Livro E De Sabedoria,234,522,3069,1396,7714,4118,26673,51,
Seja O Que For Que Eu Vos Haja Concedido De Livro E De Sabedoria Se Em Seguida Vos Chegar Um Mensagerio,382,868,5026,2292,12876,6872,72127,83,
Seja Porem O Vosso Falar Sim Sim Não Não,135,387,1809,809,5939,3163,12416,32,
Sejam Riscados Do Livro Da Vida,110,272,1595,676,4132,2202,7098,26,
Selar A Visão E A Profecia,93,201,1047,597,2991,1596,4242,21,
Sem A Lei Estava Morto O Pecado,101,272,1550,551,4178,2225,6825,25,
Sem Conhecimento De Deus,93,219,1056,489,3063,1641,4620,21,
Sem Mancha,32,77,248,158,995,536,702,9,
Sem O Conhecimento Da Verdade,114,240,1212,630,3312,1776,6025,25,
Sem Pai Sem Mãe Sem Genealogia,106,232,736,600,2994,1613,5825,25,
Sem Pai Sem Mãe Sem Genealogia Não Tendo Principio De Dias Nem Fim De Vida,288,576,2232,1754,7586,4081,34620,60,
Sem Primeiro O Ouvir,105,240,1437,751,3820,2030,4097,17,
Semear Nela Corrupção,86,203,1004,520,3085,1644,3876,19,
Semeia-Se Em Fraqueza,81,189,1593,497,3035,1612,3610,19,
Semeia-Se Em Ignomínia,95,185,545,611,2321,1253,3720,20,
Semelhança,36,81,243,176,995,538,820,10,
Semelhante,39,102,444,195,1410,756,1030,10,
Semente,27,81,405,121,1201,641,574,7,
Semente De Malévo-Los Filhos Que Se Entregaram A Corrupção,220,553,3010,1282,8401,4477,27700,50,
Semente De Mostarda,64,181,910,318,2739,1460,3094,17,
Sementes De Uma Nova Era,76,220,1462,374,3470,1845,4420,20,
Sempre Dão Ouvidos As Mentiras,113,320,1904,681,5154,2737,8346,26,
Sempre Existiram Mestres Sagrados,134,377,2267,862,6181,3279,11340,30,
Senão O Que Desceu Do Céu ,82,217,1450,402,3381,1799,4360,20,
Senão Pela Lei,51,114,366,287,1484,799,1380,12,
Senão Que O Tema Seguindo Por Todos Os Seus Caminhos,187,547,3022,1075,8689,4618,23564,43,
Senda,16,43,160,68,599,321,220,5,
Sendo Feito Conforme A Sua Morte,125,314,1610,723,4746,2530,8505,27,
Sendo José De Dezessete Anos,92,272,1838,456,4272,2272,6552,24,
Sendo Justificados Pelo Seu Sangue,119,353,2054,643,5485,2919,10620,30,
Sendo Pois Abrão Da Idade De Noventa E Nove Anos,166,391,2146,912,5763,3077,15288,39,
Sendo Pois Abrão Da Idade De Noventa E Nove Anos Apareceu O Senhor A Abrão E Disse Lhe Eu Sou O Deus Todo Poderoso,400,985,5422,2290,15007,7996,89726,91,
Senhor,34,79,313,232,1195,637,480,6,
Senhor Da Paz,55,127,1189,363,2145,1136,1408,11,
Senhor Da Vinha,66,138,786,436,2038,1088,1807,13,
Senhor Do Universo,86,221,1391,558,3573,1897,3552,16,
Senhor Jesus,45,153,828,269,2483,1318,1694,11,
Senhor Jesus Recebe O Meu Espirito,140,356,1886,882,5508,2932,10353,29,
Senhor Mataram Os Teus Profetas,111,345,1983,661,5701,3023,9342,27,
Senhor Nosso Deus,66,210,1092,382,3406,1808,3165,15,
Senhor Nosso Perdoa Nos Os Delitos E Os Excessos Em Nossa Conduta,221,698,3803,1211,11210,5954,37746,54,
Senhor Quem Creu,74,182,1136,470,2918,1550,2562,14,
Senhor Teu Deus,57,174,1227,321,2904,1539,2275,13,
Senhor Vejo Que És Profeta,108,279,1710,666,4437,2358,6160,22,
Sensibilidade,58,112,328,366,1392,752,1469,13,
Sentenças Amargas,52,160,754,266,2480,1320,2576,16,
Sentimento,44,134,719,242,2078,1106,1350,10,
Sentimento De Deus,66,192,1137,334,2962,1577,3088,16,
Sentimento Do Amor,74,200,974,428,3038,1619,3216,16,
Sentimento Dos Homens,84,246,1146,462,3720,1983,4693,19,
Sentimento Egoista,75,210,1101,439,3220,1715,3587,17,
Sentinela,36,99,450,196,1429,764,900,9,
Separa,24,60,267,158,968,514,366,6,
Separado Estais De Cristo Vós Os Que Vos Justificais Pela Lei,215,620,3779,1321,9988,5304,31671,51,
Separados Estais De Cristo,93,264,1317,577,4240,2252,6095,23,
Separar,33,78,357,239,1292,685,553,7,
Separe,28,64,271,182,992,528,390,6,
Sepulcro De Teus Pais,75,228,1452,431,3752,1990,4122,18,
Ser Equilibrado,74,155,785,514,2341,1248,2184,14,
Ser Fiel,38,74,245,258,996,535,525,7,
Ser Humano,42,114,654,258,1806,960,1035,9,
